-1.214406563890091917e+01,-1.673750974783918366e+01,1.875365831123497884e+01,-3.944445068508680663e+01,-1.929368426969897143e+01,-3.323700844267953869e+01,-1.593968477980465792e+01,2.093542553731173328e+01,3.445448245594067060e+01,2.673944720660268715e+01,2.647698622892120568e+01,3.289228979912822126e+01,-3.641025641025640169e+01,7.313344794101354296e+00,8.000000000000000000e+00
1.441354489412641016e+01,5.448717948717948900e+00,7.587812560944897200e+00,-1.168484168941545676e+01,-6.532833084823437275e+00,-1.490335815185044410e+01,-7.581504506390039921e+00,-1.441339639195070532e+01,1.180832193585037970e+01,-7.283647021593295356e+00,1.634678604266987634e+01,9.209157828286196334e-01,1.620146190121164409e+01,1.851506959160769350e+00,2.000000000000000000e+00
1.032812117075649638e+01,1.069365454026495854e+01,1.309085172974731393e+01,2.071639991519478485e+01,8.679021266500072329e+00,9.104566920098577043e+00,-7.748051632110744436e+00,-2.325799697959209311e+01,-8.153785892885707653e+00,-2.311549030572155061e+01,-7.042409479864467414e+00,-2.348361603766969452e+01,-3.929866565128037337e+00,-2.401572700779886915e+01,1.000000000000000000e+00
1.470588235294115975e+00,-7.558466618828319383e+00,-4.901960784313743602e-01,-2.160735648688140031e+01,2.958628036595570165e+00,-2.136800188773997178e+01,1.402390693052051773e+01,-1.045312461451595709e+01,2.832380889373155242e+00,1.032632843650591070e+01,-5.116003589388441242e+00,-2.094982679456285979e+01,-1.953814227885118271e+00,-2.152680693593816841e+01,4.000000000000000000e+00
9.608454270299198186e+00,1.556394050406872509e+01,1.030846504879701087e+01,1.731277182469840170e+01,-3.615163195277858676e+00,-1.977912237026772857e+01,-4.418090424765232171e+00,-1.989391495746691874e+01,-3.944214779491787226e+00,-1.997767809764644653e+01,-1.546756855634392025e+00,-2.029568246608468485e+01,2.739726027397260566e+00,-2.005360210853422132e+01,1.000000000000000000e+00
-6.151511916999695018e+00,-6.342705376893462699e-01,-1.940854840341961562e+01,-2.228973871233424120e+01,-1.664717143778517539e+01,-2.441769457668399212e+01,-9.316205793698905779e+00,-2.777952534821586283e+01,1.976957180324379948e+01,-1.453394323886966610e+01,1.849177605717156325e+01,1.450864659711866622e+01,-2.811722065333952258e+01,3.422387885639956551e+00,6.000000000000000000e+00
1.447604425985090870e+00,-1.706672515320248351e+01,1.185035624277453081e+01,-2.237566137475303307e+01,2.935760829372017611e+01,5.449288918800512249e-01,7.453792072285139625e+00,2.128701636759693372e+01,-1.310756845615445343e+01,1.576569034663624791e+01,-4.309546719480664478e+00,-2.909073717531462933e+01,1.648969980130345903e-01,-2.954070237903353657e+01,4.000000000000000000e+00
1.846385998988893107e+00,1.659442676356444224e+01,6.536067287632270961e+00,-4.003102499351233234e+01,4.082058878719286099e+01,-3.934144232840643518e+00,2.805972223096750895e+01,3.081794046530374587e+01,-7.920856658229382674e+00,3.940478395402521983e+01,-4.167408313285937993e+01,5.087258305880482112e-01,-2.766782451369277140e+01,-3.051667108988077359e+01,0.000000000000000000e+00
-7.777100940590120359e-01,-3.828225651365729476e+01,3.818259044097679578e+01,-1.228901408874416745e+01,-9.851350312769540096e+00,-3.756934550127036943e+01,-3.336233262362240026e+01,1.636878330727880737e+01,-2.681264102693631912e+00,4.387523077135034555e+01,2.076402929820749321e+01,3.272892885313484612e+01,4.332305231933341361e+01,5.988568694295892669e+00,5.000000000000000000e+00
-2.623029433747125694e+01,-2.527358521878173292e+01,-1.672954992686754849e+01,-3.650929367261142744e+01,1.866871091859221821e+01,-2.863628278525353466e+01,3.803705340570732574e+01,1.160820236003326222e+01,1.913370591880587313e+01,3.406353600902170342e+01,-1.901543493278025210e+01,3.351626595591606872e+01,-3.721748445916001202e+01,-1.942495342935103508e+00,0.000000000000000000e+00
